EC,EO
-6.49795393333593,-0.8967896199747103
-6.353117294839692,-0.8866775118624025
-6.171574575356411,-0.851163613692744
-5.971371294188433,-0.7961979967958374
-5.770607614143983,-0.728870961533002
-5.5869235086461995,-0.6565248661949008
-5.436972198882212,-0.5857684418222407
-5.3358960032348115,-0.5214755720112205
-5.2968281006352536,-0.4658687658775497
-5.330441700367122,-0.4177971018773907
-5.444558669659426,-0.3723095297844235
-5.643820443942353,-0.32059684543185496
-5.929418031498903,-0.2503365948579878
-6.298874438051937,-0.14643292249101833
-6.745875258302685,0.007897995260490372
-7.260156675727924,0.2297853593048872
-7.827481623266773,0.5352251787445104
-8.429753259798213,0.9376067498206035
-9.045320716601118,1.4463871249761704
-9.649522125925282,2.0660398139361607
-10.215486163579545,2.795373004423452
-10.715181770693318,3.6272743780601426
-11.120674376736472,4.548898902691841
-11.405520840998877,5.542274825921144
-11.54621451069533,6.585266148797582
-11.523575616450842,7.652805746052024
-11.323974224680166,8.71830621959997
-10.940279038331294,9.755158634622687
-10.372446911462026,10.738230992142844
-9.6276990459936,11.645274012415861
-8.720261913527242,12.458136206427579
-7.670679580921489,13.163691620730555
-6.5047302309465165,13.75439843645758
-5.252005202051092,14.228436049761202
-3.944233797024093,14.589407850835798
-2.6134607274508737,14.845638819063595
-1.2902047694922532,15.00913454842013
-0.0017438629350509257,15.094298810386896
1.22932370002916,15.116530090836452
2.3861078382759198,15.090832030314532
3.4579489734464874,15.030574117383026
4.4403944151769625,14.94652305522295
5.334653271931793,14.846231458221007
6.14661227684335,14.733824488246398
6.885536229878679,14.610176302092293
7.562600122817504,14.473425677151035
8.18940969450643,14.319748906447636
8.776662868342555,14.144289319639709
9.333080538548055,13.94213633015487
9.864691190586758,13.709251353667739
10.374501340741112,13.443250498063867
10.862538545009391,13.143972078327364
11.32622387842255,12.813778937354767
11.761013192998394,12.457568175538581
12.161233036704497,12.082481325253656
12.521023088892592,11.697327183315624
12.835284575428359,11.311750741799589
13.100530450915128,10.93520563108878
13.315544001314946,10.575810905971403
13.481777486886488,10.239192247457137
13.603455563113242,9.927422414507122
13.68738260492715,9.63818665522987
13.742484010607887,9.364300735316107
13.779136325089036,9.093691276381154
13.808357476100007,8.809902833634808
13.840935682973114,8.493128817297434
13.88657536600839,8.121689965275399
13.95313342561643,7.673821072264
14.046011107942244,7.129583213457241
14.167755680030155,6.472697884343214
14.31791171504064,5.692104272896412
14.49314175198136,4.783074313019368
14.687608512163665,3.747777815042704
14.893578591445603,2.5952566852775827
15.102178827854827,1.3408274480645777
15.304217958701983,0.004981115453550194
15.490977913116282,-1.3881061142507598
15.654880289426915,-2.8122980136473283
15.789946677372194,-4.241279254863876
15.891996867213212,-5.650208575408066
15.958561639358376,-7.01708304729041
15.988521427390628,-8.323693575465825
15.9815156088651,-9.556101465125328
15.937195141990667,-10.70461753936818
15.85440776998674,-11.76331817559628
15.730407824140046,-12.729186576015255
15.56017584574702,-13.601015488748518
15.335922651527358,-14.378236172643222
15.046840202203242,-15.05983880420527
14.67914622143152,-15.64352482954023
14.216449873165196,-16.125191951782266
13.640443210952983,-16.49880545364737
12.931899292410026,-16.756660293118337
12.07193326987154,-16.889993212674263
11.043458018025907,-16.889870274705345
9.832743357965583,-16.748255447844745
8.430970646651001,-16.45915726042376
6.835663750283061,-16.01974986898189
5.0518736524649235,-15.431370171963371
3.0929988016538403,-14.700300996879735
0.981138723036608,-13.838260396973233
-1.2530951235331331,-12.862530938915503
-3.5713495145419536,-11.7956822640589
-5.928869878966152,-10.664863510346791
-8.276344341658787,-9.500669491079544
-10.562131852376616,-8.335620169241736
-12.73471325192693,-7.202337474498328
-14.745178311281862,-6.131547416212124
-16.549556257727012,-5.150066269653659
-18.110815378767764,-4.278941516072072
-19.400394023211213,-3.5319116177798726
-20.399168538560577,-2.9143255520001787
-21.097805008856312,-2.422626629554098
-21.49648283757693,-2.0444614500686065
-21.60402444673754,-1.7594294570208544
-21.436515168830145,-1.5404423992400063
-21.01554246460493,-1.3556142623275942
-20.366216465105687,-1.170552554953736
-19.515152519250343,-0.9508781237791679
-18.48860206921127,-0.6647713656731902
-17.31090972710164,-0.2853344982751716
-16.003446345742006,0.20742478130802777
-14.584114854092475,0.8251466470650726
-13.067450162009694,1.57031823242123
-11.465249646058835,2.4361692585239805
-9.787596657711495,3.40725140867328
-8.044094634414531,4.460625836567742
-6.245120871987015,5.567532490519519
-4.402929703690633,6.695383890237885
-2.532471100187314,7.809912970898166
-0.651831906886837,8.877305078316624
1.2177520977038607,9.866158071895558
3.0523259844902415,10.749142964108971
4.826062540087317,11.504275651701297
6.5124657760964615,12.11574810640832
8.08583785582175,12.574298626824582
9.522889370441717,12.877127137799514
