EC,EO
-9.00068996414365,-2.8067013134585563
-11.125056788818263,-3.4187247418690734
-13.158165317015051,-3.9347477714833445
-15.074082666447548,-4.356121099651104
-16.849346631832134,-4.686004282652569
-18.463581378693465,-4.928623238430688
-19.900011360153886,-5.088764097597148
-21.14590114636906,-5.171508650061369
-22.192942091898065,-5.18215042470621
-23.03759080100431,-5.126201982882833
-23.681346559240872,-5.009418389614073
-24.130936783381088,-4.837800374483142
-24.39836252196216,-4.617573728625414
-24.500745366189168,-4.355149361977788
-24.45991962689123,-4.057056988221859
-24.301732709677793,-3.729838635248046
-24.05504872806711,-3.3799025267917284
-23.750485591449095,-3.0133664209662787
-23.418943998903845,-2.6359424537166984
-23.090006055429843,-2.2529194248473887
-22.790298239965573,-1.8692814516205287
-22.541932725780974,-1.4899687608422358
-22.361156296549385,-1.1202461240143045
-22.25733519164029,-0.7661096938531577
-22.232381775677734,-0.43464488004522667
-22.28069095816835,-0.13424999892619865
-22.38961015575957,0.12534165202772396
-22.540420941594952,0.33328268043503423
-22.70976512376956,0.47808973282974065
-22.87140642680701,0.5483694190649339
-22.99818591858652,0.5337617734617343
-23.064007390197805,0.42604636881925906
-23.045678459890603,0.22032243065819487
-22.924436505304918,-0.08386104930249468
-22.687012569592728,-0.4815680909646205
-22.32613842693139,-0.9618634249384026
-21.84048027189054,-1.5076181203979013
-21.234070367661968,-2.095773853842068
-20.515378221319317,-2.6980611545114623
-19.696191675642634,-3.282142191315117
-18.790460894439143,-3.8131413485789527
-17.813212394279756,-4.25551860101004
-16.779593070022905,-4.575212746657594
-15.704074599579462,-4.741930347873186
-14.599841405787624,-4.731396980829726
-13.478391387530765,-4.527344226787497
-12.349377186668445,-4.1229992164018965
-11.220687605398732,-3.521883542409055
-10.098716676427056,-2.737811953143317
-8.988718408541146,-1.7940913545045092
-7.895125661382152,-0.7220303377307057
-6.82173053885686,0.4410484551590855
-5.771672828991071,1.654063836477198
-4.747244707766702,2.8744806976383726
-3.74957119187942,4.060490448397688
-2.778248997458702,5.1729524546328225
-1.8310226425937433,6.17703234579762
-0.9035634695812864,7.043504214063937
0.010589326563084608,7.749694079691295
0.919867904997245,8.280040188907222
1.8342499377480785,8.62624812469883
2.764558751596748,8.787039558883043
3.721533384629778,8.767533500519729
4.714760069121874,8.578345343148097
5.751581542082662,8.234525003657213
6.836101297885714,7.754468576773497
7.968386241033046,7.158922972160437
9.143951113194355,6.470160544123296
10.353580989770307,5.711338660524206
11.583512970659104,4.905997042212325
12.815962174919758,4.077609238869267
14.029950299773965,3.2491076533157703
15.202379103631136,2.4423357374208456
16.309279492283448,1.6774256835573298
17.327153158838154,0.9721368360127363
18.234308813117917,0.3412078923394963
19.01208578413808,-0.20422805901223004
19.645861451594357,-0.6571339641211179
20.125758561112416,-1.014948497019078
20.44700082149668,-1.2798427401394392
20.609902762060162,-1.4588345695535614
20.61951607716875,-1.563729068628155
20.484986747110753,-1.6108410887300417
20.21870307590155,-1.620450328538834
