EC,EO
10.404957279138227,-15.043192963024165
11.322575606135675,-15.158295078812593
12.097265125864574,-15.27459710572538
12.728940247064457,-15.380493842951976
13.219165155026095,-15.464347173809756
13.570112351598647,-15.515236390877142
13.783588538553756,-15.523570784322246
13.860285612829362,-15.481573037942214
13.799384570831885,-15.383638435078417
13.598585106987052,-15.22656751611994
13.25457448267686,-15.00966542936711
12.763897563905958,-14.73470631016832
12.124142559985486,-14.405778000033191
11.335311173916764,-14.029041762468353
10.401206677067018,-13.612444214881279
9.330661862039175,-13.165397239687344
8.138442672110033,-12.698415513721665
6.845692957431607,-12.222695164050057
5.479825564720053,-11.74963167581305
4.073817787868198,-11.290295272023068
2.6649337625437157,-10.854901334666682
1.2929601508865296,-10.452331762172673
-0.0019098663378623601,-10.089770312930073
-1.1813814022406905,-9.77250068910282
-2.2113774078488326,-9.50388728690607
-3.064195847134556,-9.285529579003335
-3.720328515830534,-9.11755567614902
-4.1697769043824,-8.998997660163988
-4.412732229548316,-8.928180620848329
-4.4595402406552855,-8.903072956178065
-4.329936982150858,-8.92158199881594
-4.051608597633245,-8.981807650726727
-3.6581905351159087,-9.082264352724804
-3.1868723275930475,-9.222057389344098
-2.675802289671455,-9.400982474112352
-2.16148496834293,-9.619524677206336
-1.6763398303706891,-9.878754856777867
-1.246560021339464,-10.18013712570687
-0.8903891960476112,-10.525259209168679
-0.6169224032606915,-10.915491428612043
-0.4255233179656763,-11.351588885136197
-0.30592469011073053,-11.833275182200127
-0.23903750149141523,-12.35886417351109
-0.19843795248258278,-12.924972210816371
-0.1524343018922432,-13.526351011423396
-0.06654533200521448,-14.155845469116455
0.09383511648497504,-14.804461891118006
0.3608328540542074,-15.46152461529787
0.7617619912447078,-16.11490338872415
1.3172210549718404,-16.751302601564564
2.0397154496777854,-17.356604985641685
2.9328737210022506,-17.91625645864785
3.9913030726724195,-18.41567553783875
5.201096311737797,-18.84067424243865
6.540951077459575,-19.177881888056888
7.983800722071769,-19.415163307160043
9.498799144470034,-19.54201901708683
11.053463332775422,-19.549951031197907
12.615767084942396,-19.432780376778545
14.156000408030433,-19.186911795384898
15.648253819418802,-18.811549102521724
17.071438173332112,-18.308863704619874
18.409794630330598,-17.684112429522006
19.65288554142538,-16.94569570555496
20.79509536704172,-16.105140986606624
21.834718671391222,-15.176984312874533
22.77276345645065,-14.178511007701548
23.61163538989974,-13.129319713617758
24.353877347855807,-12.050699126844181
25.001116206899233,-10.964840790694106
25.55332289186792,-9.893931509015172
26.00843675026487,-8.859167860875088
26.36235494625145,-7.879729457006547
26.60924756932137,-6.9717568380903785
26.74212919426948,-6.147404278227692
26.753597906629558,-5.414060182380099
26.63664519073794,-4.773832422098051
26.385443445874337,-4.223377975431077
25.996027734675504,-3.7541212917155358
25.466801968147436,-3.352867438413954
24.79881748117348,-3.0027881208462186
23.9957947743146,-2.6847407123556364
23.063888603352748,-2.378854562300102
22.011233017285093,-2.066272910035441
20.847341014475568,-1.7308891843931928
19.582463684123162,-1.3608929075654495
18.227027555355335,-0.9499526205851142
16.791258016353133,-0.4978998814833903
15.285054701175172,-0.010831065927486455
13.718119349364796,0.49938741211772286
12.100272386437057,1.0161476314049145
10.441855669031336,1.519535515442336
8.754115775646154,1.9880132621976276
7.049493216151683,2.400187415993114
5.341794534183017,2.7365177641475085
3.64626969007226,2.9808469474315475
1.9796317105160686,3.1216590301167244
0.36003757273268533,3.1530008827028357
-1.1929812206611141,3.0750167843642826
-2.658670077362189,2.894059475714632
-4.015318265427744,2.622362845691634
-5.240666801790226,2.2772953655557577
-6.312473966572066,1.880249769756746
-7.209243834612832,1.455253990919513
-7.911105492394882,1.0274090694987605
-8.400812143671041,0.6212765344702764
-8.66481778113919,0.25935453695591
-8.694381094983644,-0.039211034254145516
-8.486630429246327,-0.25955868998023646
-8.045495811002615,-0.391627692646694
-7.382386631465284,-0.43027270448499133
-6.516488120623942,-0.3750325852873083
-5.474578776981366,-0.2296080934537877
-4.290325609455896,-0.001088792871579923
-3.0030742538946007,0.30102570830344333
-1.6562035325649525,0.6659392703669416
-0.2951558202495155,1.0827086035074158
1.0347159180941996,1.5413121929392604
2.2903297593469696,2.0335188994939752
3.432933641343285,2.553451378383949
4.429907049479032,3.0977772146505402
5.256197334629914,3.6655146919674055
5.895312969994864,4.2574938894239756
6.339828538805786,4.875552890086815
6.591389527166571,5.521568973023282
6.660236826560752,6.196429770364768
6.564297385538399,6.899046984295829
6.327906957196081,7.625511458808842
5.980245122361962,8.368483488283138
5.553572488980019,9.116902352486973
5.081363598482575,9.856080567318838
4.59642854232081,10.56821609116911
4.129118426098392,11.233306114711414
3.7057179186091123,11.830390172361376
3.347135879731873,12.339009835154053
3.068001431865086,12.74075594201241
2.876251747741224,13.020774082895379
2.7732610457764606,13.169107338507432
2.7545104382987446,13.181770501996766
2.810735169008553,13.061469598557613
2.9294155875068926,12.817900179909829
3.096420994186502,12.467575142292228
3.2975954949232786,12.033150472051805
3.520102171734444,11.542245971166446
3.753402594621198,11.02580876836742
3.989815465592572,10.516134481589877
4.224651208780098,10.044717950424891
4.455957624005972,9.640128555230577
4.68394266712655,9.326093622960826
4.910165632869508,9.11994212914429
5.136603715380556,9.031522092755795
5.364705579050512,9.062665261212304
5.5945389573861695,9.207235396968317
5.8241262172285,9.451758541619785
6.0490404859905915,9.776587860636123
6.262309753449044,10.157504090234912
6.454653765972234,10.567608521027875
6.615057257662821,10.979337280677319
6.731654048523837,11.366409180067114
6.792856750425399,11.705512416482893
6.7886256549001915,11.977550462468757
6.711739820083016,12.168321329602414
6.558920262549525,12.268599085298415
6.331663397195782,12.273700314037457
6.036674011861179,12.182712584867659
5.68583815132407,11.997604030074404
5.295739887087153,11.722416429666653
4.88678720838656,11.362683332554681
4.482049941985467,10.925127736435886
4.105917453277401,10.417602026015077
3.78267091481759,9.849164254627448
3.5350529647595104,9.230159440801213
3.3829082464650426,8.572193152030486
3.3419596372529026,7.8879361430390755
3.4227866539802214,7.1907653399431375
3.6300885927336406,6.4943027814460095
3.9623264585089184,5.8119370660439795
4.411819572156315,5.156394403245374
4.96531968626623,4.539382368876887
5.6050153086651715,3.971288069933214
6.309857831847983,3.4609017487349085
7.057067249532005,3.015159906189997
7.823670738163627,2.6389303391503627
8.587942067340174,2.334865214503004
9.330632830457478,2.1033295834243044
10.035912654762809,1.9423965531019762
10.691962693812624,1.8478993850518033
11.291193691800657,1.8135354081284103
11.830089907621684,1.8310147358957949
12.308717929005079,1.8902403540546582
12.729979799853307,1.9795078201950829
13.098716918488623,2.0857310491851524
13.420774082688512,2.194728385871304
13.702118239855285,2.291621608681814
